"country","city","street","housenumber"
"","Երևան","Տիմիրյազեվի փողոց","47"
"","Երևան","Տիմիրյազեվի փողոց","48"
"","Երևան","Տիմիրյազեվի փողոց","49"
"","Երևան","Տիմիրյազեվի փողոց","5"
"","Երևան","Տիմիրյազեվի փողոց","50"
"","Երևան","Տիմիրյազեվի փողոց","51"
"","Երևան","Տիմիրյազեվի փողոց","52"
"","Երևան","Տիմիրյազեվի փողոց","53"
"","Երևան","Տիմիրյազեվի փողոց","54"
"","Երևան","Տիմիրյազեվի փողոց","55"
"","Երևան","Տիմիրյազեվի փողոց","56"
"","Երևան","Տիմիրյազեվի փողոց","57"
"","Երևան","Տիմիրյազեվի փողոց","58"
"","Երևան","Տիմիրյազեվի փողոց","59"
"","Երևան","Տիմիրյազեվի փողոց","60"
"","Երևան","Տիմիրյազեվի փողոց","61"
"","Երևան","Տիմիրյազեվի փողոց","62"
"","Երևան","Տիմիրյազեվի փողոց","63"
"","Երևան","Տիմիրյազեվի փողոց","64"
"","Երևան","Տիմիրյազեվի փողոց","66"
"","Երևան","Տիմիրյազեվի փողոց","67"
"","Երևան","Տիմիրյազեվի փողոց","69"
"","Երևան","Տիմիրյազեվի փողոց","7"
"","Երևան","Տիմիրյազեվի փողոց","71"
"","Երևան","Տիմիրյազեվի փողոց","73"
"","Երևան","Տիմիրյազեվի փողոց","75"
"","Երևան","Տիմիրյազեվի փողոց","9"
"","Երևան","Տոլբուխինի փողոց","1"
"","Երևան","Տոլբուխինի փողոց","2"
"","Երևան","Տոլբուխինի փողոց","3"
"","Երևան","Տոլբուխինի փողոց","4"
"","Երևան","Քեռու փողոց","35"
"","Երևան","Քեռու փողոց","58"
"","Երևան","Քոչինյան փողոց","1"
"","Երևան","Քոչինյան փողոց","10"
"","Երևան","Քոչինյան փողոց","13"
"","Երևան","Քոչինյան փողոց","14"
"","Երևան","Քոչինյան փողոց","15"
"","Երևան","Քոչինյան փողոց","16"
"","Երևան","Քոչինյան փողոց","17"
"","Երևան","Քոչինյան փողոց","20"
"","Երևան","Քոչինյան փողոց","22"
"","Երևան","Քոչինյան փողոց","23"
"","Երևան","Քոչինյան փողոց","24"
"","Երևան","Քոչինյան փողոց","25"
"","Երևան","Քոչինյան փողոց","5"
"","Երևան","Քոչինյան փողոց","7 - 8"
"","Երևան","Քոչինյան փողոց","9"
"","Երևան","Ֆուչիկի փողոց","1/1"
"","Երևան","Ֆրունզեի փողոց","2"
"","Երևան","Ֆրունզեի փողոց","6/1"
"","Երևան","Ֆրունզեի փողոց","6/2"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","1"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","10"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","2"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","22"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","23"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","24"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","25"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","26"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","27"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","3"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","31"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","33"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","37"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","38"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","4"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","47(29)"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","5"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","52(34)"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","55(28)"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","6"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","7"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","8"
"","Նոր Նորքի 8-րդ զանգված","Մինսկի փողոց","9"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","1"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","11"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","12"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","13"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","14"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","15"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","16"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","17"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","18"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","19"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","2"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","20"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","21"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","3"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","35"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","36"
"","Նոր Նորքի 8-րդ զանգված","Վիլնյուսի փողոց","4"
"","Նոր Նորքի 9-րդ զանգված","վիլնյուսի փողոց","25"
"","Նոր Նորքի 9-րդ զանգված","վիլնյուսի փողոց","25/1"
"","Նոր Նորքի 9-րդ զանգված","վիլնյուսի փողոց","25/2"
"AM","Yerevan","Abovyan street","26B"
"AM","Yerevan","Abovyan street","60"
"AM","Yerevan","Abovyan street","60/1"
"AM","Yerevan","Abovyan street","64"
"AM","Yerevan","Abovyan street","66"
"AM","Yerevan","Abovyan street","68"
"AM","Yerevan","Aleksandr Spendiarian street","1"
"AM","Yerevan","Aleksandr Spendiarian street","3"
"AM","Yerevan","Aleksandr Spendiarian street","4"
"AM","Yerevan","Aleksandr Spendiarian street","5"
"AM","Yerevan","Aleksandr Spendiarian street","6"
"AM","Yerevan","Amiryan street","28"
"AM","Yerevan","Amiryan street","3"
"AM","Yerevan","Amiryan street","5"
"AM","Yerevan","Arabkir 25-th street","2"
"AM","Yerevan","Arabkir 25-th street","2/1"
"AM","Yerevan","Arno Babajanian Street","26/4"
"AM","Yerevan","Arno Babajanian Street","26/5"
"AM","Yerevan","Arno Babajanian Street","26/6"
"AM","Yerevan","Avetik Isahakyan street","19"
"AM","Yerevan","Avetik Isahakyan street","20"
"AM","Yerevan","Avetik Isahakyan street","30"
"AM","Yerevan","Azatutyan avenue","20"
"AM","Yerevan","Azatutyan avenue","21"
"AM","Yerevan","Azatutyan avenue","22"
"AM","Yerevan","Azatutyan avenue","24/19"
"AM","Yerevan","Bagratunyats Avenue","33"
"AM","Yerevan","Bagratunyats Avenue","35"
"AM","Yerevan","Bashinjaghyan street","182"
"AM","Yerevan","Bashinjaghyan street","184"
"AM","Yerevan","Bashinjaghyan street","188"
"AM","Yerevan","Bashinjaghyan street","194"
"AM","Yerevan","Batikyan street","66"
"AM","Yerevan","Batikyan street","68"
"AM","Yerevan","Batikyan street","69"
"AM","Yerevan","Batikyan street","78"
"AM","Yerevan","Batikyan street","80"
"AM","Yerevan","Batikyan street","80a"
"AM","Yerevan","Batikyan street","81"
"AM","Yerevan","Batikyan street","82"
"AM","Yerevan","Batikyan street","82a"
"AM","Yerevan","Batikyan street","83"
"AM","Yerevan","Batikyan street","83/1"
"AM","Yerevan","Batikyan street","85"
"AM","Yerevan","Batikyan street","86"
"AM","Yerevan","Batikyan street","87"
"AM","Yerevan","Batikyan street","87a"
"AM","Yerevan","Batikyan street","93"
"AM","Yerevan","Byron street","1"
"AM","Yerevan","Byron street","1/1"
"AM","Yerevan","Byron street","3"
"AM","Yerevan","Byuzand Street","101"
"AM","Yerevan","Byuzand Street","107"
"AM","Yerevan","Byuzand Street","107a"
"AM","Yerevan","Byuzand Street","53-55"
"AM","Yerevan","Byuzand Street","91"
"AM","Yerevan","David Anhaght street","10"
"AM","Yerevan","David Anhaght street","10/6"
"AM","Yerevan","David Anhaght street","3"
"AM","Yerevan","David Anhaght street","5"
"AM","Yerevan","Dro street","4a"
"AM","Yerevan","Garegin Nzhdeh street","34/1"
"AM","Yerevan","Hovnatan Street","34"
"AM","Yerevan","Hovnatan Street","35"
"AM","Yerevan","Hovnatan Street","37"
"AM","Yerevan","Hrachya Qochar street","14/1"
"AM","Yerevan","Hrachya Qochar street","14/2"
"AM","Yerevan","Hrachya Qochar street","14/3"
"AM","Yerevan","Jambul street","12b"
"AM","Yerevan","Karapet Ulnetsi street","64"
"AM","Yerevan","Komitas avenu","20"
"AM","Yerevan","Komitas avenu","22"
"AM","Yerevan","Lukashin street","50/1"
"AM","Yerevan","Lukashin street","50/2"
"AM","Yerevan","Lukashin street","50/3"
"AM","Yerevan","Lukashin street","50/4"
"AM","Yerevan","Lukashin street","50/5"
"AM","Yerevan","Lukashin street","50/6"
"AM","Yerevan","Lukashin street","54"
"AM","Yerevan","Mamikonyan street","1"
"AM","Yerevan","Mamikonyan street","11"
"AM","Yerevan","Mamikonyan street","13"
"AM","Yerevan","Mamikonyan street","15"
"AM","Yerevan","Mamikonyan street","17"
"AM","Yerevan","Mamikonyan street","19"
"AM","Yerevan","Mamikonyan street","21"
"AM","Yerevan","Mamikonyan street","23"
"AM","Yerevan","Mamikonyan street","23/1"
"AM","Yerevan","Mamikonyan street","25"
"AM","Yerevan","Mamikonyan street","27"
"AM","Yerevan","Mamikonyan street","27a"
"AM","Yerevan","Mamikonyan street","29"
"AM","Yerevan","Mamikonyan street","3"
"AM","Yerevan","Mamikonyan street","31"
"AM","Yerevan","Mamikonyan street","33"
"AM","Yerevan","Mamikonyan street","35"
"AM","Yerevan","Mamikonyan street","37"
"AM","Yerevan","Mamikonyan street","39"
"AM","Yerevan","Mamikonyan street","41"
"AM","Yerevan","Mamikonyan street","43"
"AM","Yerevan","Mamikonyan street","5"
"AM","Yerevan","Mamikonyan street","7"
"AM","Yerevan","Mamikonyan street","9"
"AM","Yerevan","Mamikonyants street","2"
"AM","Yerevan","Margarian 2-nd backstreet","15"
"AM","Yerevan","Mesrop Mashtots Avenue","1"
"AM","Yerevan","Mesrop Mashtots Avenue","12"
"AM","Yerevan","Mesrop Mashtots Avenue","15"
"AM","Yerevan","Mesrop Mashtots Avenue","16"
"AM","Yerevan","Mesrop Mashtots Avenue","37"
"AM","Yerevan","Mesrop Mashtots Avenue","5"
"AM","Yerevan","Mesrop Mashtots Avenue","5a"
"AM","Yerevan","Mesrop Mashtots Avenue","5գ"
"AM","Yerevan","Moldovakan street","27a"
"AM","Yerevan","Moskovyan street","17"
"AM","Yerevan","Nalbandyan street","116"
"AM","Yerevan","Nalbandyan street","23"
"AM","Yerevan","Nalbandyan street","41"
"AM","Yerevan","Nalbandyan street","9"
"AM","Yerevan","Norq 5-th street","51"
"AM","Yerevan","Ohanov Street","22"
"AM","Yerevan","Ohanov Street","28"
"AM","Yerevan","Ohanov Street","30"
"AM","Yerevan","Ohanov Street","32"
"AM","Yerevan","Ohanov Street","54"
"AM","Yerevan","Ohanov Street","58"
"AM","Yerevan","Ohanov Street","60"
"AM","Yerevan","Ohanov Street","62"
"AM","Yerevan","Ohanov Street","68"
"AM","Yerevan","Ohanov Street","70"
"AM","Yerevan","Ohanov Street","72"
"AM","Yerevan","Orbeli Brothers street","45"
"AM","Yerevan","Paronyan","12"
"AM","Yerevan","Pushkin street","2"
"AM","Yerevan","Pushkin street","62"
"AM","Yerevan","Pushkin street","62/7"
"AM","Yerevan","Raffi Street","23/1"
"AM","Yerevan","Saryan street","10"
"AM","Yerevan","Saryan street","14"
"AM","Yerevan","Saryan street","17"
"AM","Yerevan","Saryan street","6"
"AM","Yerevan","Sayat Nova avenu","11"
"AM","Yerevan","Sayat Nova avenu","14"
"AM","Yerevan","Sayat Nova avenu","16"
"AM","Yerevan","Sayat Nova avenu","18"
"AM","Yerevan","Sayat Nova avenu","20"
"AM","Yerevan","Sayat Nova avenu","23"
"AM","Yerevan","Sayat Nova avenu","25"
"AM","Yerevan","Sayat Nova avenu","26"
"AM","Yerevan","Sayat Nova avenu","6"
"AM","Yerevan","Sayat Nova avenu","9"
"AM","Yerevan","Sebastia Street","101"
"AM","Yerevan","Sebastia Street","103"
"AM","Yerevan","Sebastia Street","104"
"AM","Yerevan","Sebastia Street","105"
"AM","Yerevan","Sebastia Street","107"
"AM","Yerevan","Sebastia Street","109"
"AM","Yerevan","Sebastia Street","110"
"AM","Yerevan","Sebastia Street","111"
"AM","Yerevan","Sebastia Street","112"
"AM","Yerevan","Sebastia Street","113"
"AM","Yerevan","Sebastia Street","114"
"AM","Yerevan","Sebastia Street","115"
"AM","Yerevan","Sebastia Street","116"
"AM","Yerevan","Sebastia Street","117"
"AM","Yerevan","Sebastia Street","118"
"AM","Yerevan","Sebastia Street","119"
"AM","Yerevan","Sebastia Street","120"
"AM","Yerevan","Sebastia Street","121"
"AM","Yerevan","Sebastia Street","122"
"AM","Yerevan","Sebastia Street","123"
"AM","Yerevan","Sebastia Street","124"
"AM","Yerevan","Sebastia Street","125"
"AM","Yerevan","Sebastia Street","126"
"AM","Yerevan","Sebastia Street","127"
"AM","Yerevan","Sebastia Street","128"
"AM","Yerevan","Sebastia Street","129"
"AM","Yerevan","Sebastia Street","130"
"AM","Yerevan","Sebastia Street","130a"
"AM","Yerevan","Sebastia Street","131"
"AM","Yerevan","Sebastia Street","133"
"AM","Yerevan","Sebastia Street","134"
"AM","Yerevan","Sebastia Street","135"
"AM","Yerevan","Sebastia Street","137"
"AM","Yerevan","Sebastia Street","140"
"AM","Yerevan","Sebastia Street","141/2"
"AM","Yerevan","Sebastia Street","141/4"
"AM","Yerevan","Sebastia Street","141/5"
"AM","Yerevan","Sebastia Street","153"
"AM","Yerevan","Sebastia Street","2"
"AM","Yerevan","Sebastia Street","2/5"
"AM","Yerevan","Sebastia Street","21"
"AM","Yerevan","Sebastia Street","23a"
"AM","Yerevan","Sebastia Street","24"
"AM","Yerevan","Sebastia Street","24/1"
"AM","Yerevan","Sebastia Street","25"
"AM","Yerevan","Sebastia Street","26"
"AM","Yerevan","Sebastia Street","26/1"
"AM","Yerevan","Sebastia Street","27"
"AM","Yerevan","Sebastia Street","28"
"AM","Yerevan","Sebastia Street","29"
"AM","Yerevan","Sebastia Street","30"
"AM","Yerevan","Sebastia Street","30a"
"AM","Yerevan","Sebastia Street","30b"
"AM","Yerevan","Sebastia Street","31"
"AM","Yerevan","Sebastia Street","32/1"
"AM","Yerevan","Sebastia Street","37"
